Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target,PercentOfYearsInCurrentRole,YearsSincePromoOverTotalYearsRatio,SalaryHikeToIncome,SatisfactionToJobRoleAvg,SatisfactionToDepartmentAvg,DeptOvertimeRatio,DistanceGroup,AgeGroup,YearsAtCompanyPerformanceInteraction
47.0,3.0,12004.0,23.0,2.0,24.0,3.0,1.0,0.0,0.0,2.0,Male,Finance,Bachelors,Married,Clerk,Yes,Non-Travel,0,0.3333333333333333,0.0,0.001999333555481506,equal,equal,0.5064177362893816,Moderate,40-50,9.0
35.0,16.0,17980.0,26.0,1.0,20.0,4.0,2.0,0.0,1.0,1.0,Male,Support,High School,Divorced,Engineer,Yes,Travel_Frequently,0,0.125,0.0,0.0011123470522803114,equal,less,0.48679678530424797,Far,30-40,64.0
19.0,19.0,14098.0,48.0,5.0,18.0,3.0,4.0,4.0,3.0,2.0,Female,Sales,PhD,Single,Executive,No,Travel_Frequently,1,0.21052631578947367,0.21052631578947367,0.001276776847779827,greater,equal,0.48325892857142855,Very Far,Under 30,57.0
30.0,24.0,2677.0,17.0,3.0,21.0,1.0,13.0,11.0,7.0,3.0,Male,Support,Bachelors,Single,Engineer,No,Travel_Rarely,0,0.5416666666666666,0.4583333333333333,0.007844602166604408,greater,equal,0.48679678530424797,Moderate,Under 30,24.0
21.0,39.0,13102.0,9.0,2.0,8.0,4.0,4.0,4.0,3.0,3.0,Female,Support,Bachelors,Divorced,Technician,Yes,Travel_Rarely,1,0.10256410256410256,0.10256410256410256,0.000610593802472905,equal,equal,0.48679678530424797,Close,Under 30,156.0
43.0,22.0,9730.0,5.0,5.0,24.0,2.0,22.0,6.0,9.0,3.0,Male,Development,Bachelors,Married,Manager,Yes,Travel_Frequently,0,1.0,0.2727272727272727,0.0024665981500513875,less,equal,0.49280575539568344,Close,40-50,44.0
42.0,14.0,12443.0,29.0,3.0,24.0,3.0,13.0,7.0,10.0,4.0,Male,Finance,PhD,Single,Manager,No,Non-Travel,0,0.9285714285714286,0.5,0.0019287953065980873,equal,greater,0.5064177362893816,Far,40-50,42.0
28.0,18.0,17402.0,47.0,3.0,3.0,4.0,13.0,5.0,1.0,2.0,Female,Development,PhD,Single,Clerk,Yes,Non-Travel,0,0.7222222222222222,0.2777777777777778,0.00017239397770371222,equal,less,0.49280575539568344,Very Far,Under 30,72.0
24.0,14.0,10986.0,41.0,4.0,20.0,2.0,9.0,0.0,7.0,4.0,Female,Finance,PhD,Married,Manager,Yes,Non-Travel,1,0.6428571428571429,0.0,0.0018204988166757691,equal,greater,0.5064177362893816,Very Far,Under 30,28.0
48.0,4.0,2728.0,35.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,Male,Development,Masters,Divorced,Engineer,Yes,Travel_Frequently,0,0.0,0.0,0.0,greater,greater,0.49280575539568344,Far,40-50,8.0
61.0,15.0,16173.0,21.0,4.0,10.0,2.0,15.0,11.0,7.0,1.0,Female,Sales,Bachelors,Married,Technician,No,Non-Travel,1,1.0,0.7333333333333333,0.0006183144747418537,less,less,0.48325892857142855,Moderate,50+,30.0
27.0,31.0,16841.0,45.0,4.0,21.0,2.0,0.0,0.0,0.0,1.0,Male,Support,Masters,Single,Clerk,No,Travel_Frequently,0,0.0,0.0,0.00124695683154207,less,less,0.48679678530424797,Very Far,Under 30,62.0
56.0,21.0,2190.0,45.0,3.0,1.0,3.0,17.0,15.0,0.0,3.0,Male,Support,Bachelors,Divorced,Clerk,No,Travel_Frequently,0,0.8095238095238095,0.7142857142857143,0.00045662100456621003,greater,equal,0.48679678530424797,Very Far,50+,63.0
48.0,12.0,12188.0,35.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,Female,HR,PhD,Divorced,Manager,Yes,Travel_Frequently,1,0.08333333333333333,0.0,0.0002461437479488021,equal,equal,0.47465437788018433,Far,40-50,24.0
24.0,37.0,12299.0,46.0,4.0,14.0,4.0,13.0,12.0,11.0,4.0,Male,Support,Masters,Single,Clerk,Yes,Travel_Frequently,0,0.35135135135135137,0.32432432432432434,0.0011383039271485487,greater,greater,0.48679678530424797,Very Far,Under 30,148.0
59.0,25.0,15690.0,2.0,1.0,19.0,4.0,20.0,7.0,16.0,2.0,Male,Development,High School,Married,Executive,No,Travel_Rarely,0,0.8,0.28,0.0012109623964308477,greater,less,0.49280575539568344,Close,50+,100.0
59.0,16.0,15740.0,42.0,2.0,24.0,1.0,12.0,0.0,9.0,1.0,Male,HR,PhD,Divorced,Engineer,No,Travel_Rarely,1,0.75,0.0,0.0015247776365946632,equal,less,0.47465437788018433,Very Far,50+,16.0
53.0,4.0,12301.0,9.0,2.0,12.0,1.0,0.0,0.0,0.0,4.0,Female,HR,High School,Married,Technician,Yes,Non-Travel,0,0.0,0.0,0.0009755304446792943,greater,equal,0.47465437788018433,Close,50+,4.0
37.0,32.0,8039.0,13.0,2.0,0.0,2.0,15.0,1.0,10.0,3.0,Male,Support,Bachelors,Single,Engineer,No,Non-Travel,0,0.46875,0.03125,0.0,greater,equal,0.48679678530424797,Close,30-40,64.0
21.0,26.0,8445.0,43.0,1.0,21.0,2.0,14.0,13.0,5.0,2.0,Female,Support,Masters,Divorced,Executive,Yes,Travel_Rarely,1,0.5384615384615384,0.5,0.002486678507992895,greater,less,0.48679678530424797,Very Far,Under 30,52.0
24.0,4.0,10829.0,34.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,Male,Support,High School,Single,Executive,Yes,Travel_Rarely,1,0.75,0.75,9.234463015975621e-05,greater,greater,0.48679678530424797,Far,Under 30,4.0
18.0,36.0,6045.0,16.0,1.0,5.0,4.0,6.0,3.0,1.0,1.0,Female,Development,High School,Divorced,Engineer,No,Travel_Rarely,0,0.16666666666666666,0.08333333333333333,0.0008271298593879239,equal,less,0.49280575539568344,Moderate,Under 30,144.0
61.0,6.0,7624.0,5.0,1.0,6.0,2.0,3.0,2.0,0.0,4.0,Male,HR,PhD,Single,Manager,No,Travel_Frequently,0,0.5,0.3333333333333333,0.0007869884575026233,equal,equal,0.47465437788018433,Close,50+,12.0
62.0,17.0,13011.0,1.0,1.0,18.0,3.0,9.0,6.0,0.0,1.0,Male,Finance,High School,Single,Executive,Yes,Travel_Frequently,0,0.5294117647058824,0.35294117647058826,0.001383444777495965,equal,less,0.5064177362893816,Close,50+,51.0
59.0,30.0,8834.0,40.0,5.0,3.0,2.0,11.0,6.0,0.0,1.0,Female,Development,High School,Married,Clerk,Yes,Travel_Frequently,0,0.36666666666666664,0.2,0.0003395970115462984,less,less,0.49280575539568344,Very Far,50+,60.0
64.0,5.0,11033.0,22.0,5.0,17.0,2.0,2.0,2.0,0.0,1.0,Female,Sales,Bachelors,Single,Technician,No,Travel_Rarely,0,0.4,0.4,0.0015408320493066256,less,less,0.48325892857142855,Moderate,50+,10.0
30.0,1.0,5247.0,48.0,1.0,22.0,3.0,0.0,0.0,0.0,3.0,Male,Support,Masters,Married,Technician,No,Non-Travel,1,0.0,0.0,0.0041928721174004195,equal,equal,0.48679678530424797,Very Far,Under 30,3.0
39.0,12.0,19600.0,46.0,2.0,8.0,2.0,6.0,6.0,0.0,3.0,Female,HR,PhD,Single,Executive,No,Non-Travel,1,0.5,0.5,0.00040816326530612246,greater,less,0.47465437788018433,Very Far,30-40,24.0
38.0,10.0,9980.0,26.0,4.0,20.0,4.0,0.0,0.0,0.0,1.0,Male,Development,PhD,Single,Clerk,Yes,Travel_Frequently,0,0.0,0.0,0.002004008016032064,less,less,0.49280575539568344,Far,30-40,40.0
45.0,20.0,9940.0,21.0,5.0,4.0,3.0,2.0,2.0,1.0,4.0,Male,Development,Bachelors,Divorced,Technician,Yes,Travel_Rarely,0,0.1,0.1,0.00040241448692152917,greater,greater,0.49280575539568344,Moderate,40-50,60.0
26.0,1.0,11449.0,7.0,1.0,24.0,1.0,0.0,0.0,0.0,2.0,Female,Development,High School,Married,Clerk,Yes,Travel_Rarely,0,0.0,0.0,0.002096252947855708,equal,less,0.49280575539568344,Close,Under 30,1.0
26.0,19.0,3514.0,12.0,4.0,0.0,1.0,11.0,3.0,1.0,4.0,Female,Finance,PhD,Married,Manager,Yes,Non-Travel,0,0.5789473684210527,0.15789473684210525,0.0,equal,greater,0.5064177362893816,Close,Under 30,19.0
32.0,16.0,14738.0,31.0,4.0,1.0,4.0,5.0,3.0,2.0,3.0,Male,Development,High School,Single,Executive,No,Travel_Rarely,0,0.3125,0.1875,6.785181164337088e-05,greater,equal,0.49280575539568344,Far,30-40,64.0
27.0,15.0,4883.0,47.0,2.0,22.0,2.0,1.0,0.0,1.0,2.0,Female,Sales,High School,Divorced,Clerk,No,Non-Travel,1,0.06666666666666667,0.0,0.004505426991603522,equal,equal,0.48325892857142855,Very Far,Under 30,30.0
41.0,4.0,5826.0,27.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,Female,HR,Bachelors,Married,Engineer,No,Non-Travel,0,0.75,0.75,0.00034328870580157915,greater,less,0.47465437788018433,Far,40-50,4.0
59.0,13.0,14567.0,22.0,5.0,21.0,2.0,5.0,4.0,5.0,4.0,Male,HR,PhD,Single,Technician,No,Travel_Frequently,1,0.38461538461538464,0.3076923076923077,0.0014416146083613647,greater,equal,0.47465437788018433,Moderate,50+,26.0
25.0,23.0,6339.0,34.0,1.0,16.0,2.0,11.0,1.0,9.0,2.0,Female,Support,Masters,Married,Manager,No,Travel_Rarely,0,0.4782608695652174,0.043478260869565216,0.0025240574223063575,less,less,0.48679678530424797,Far,Under 30,46.0
41.0,3.0,2674.0,17.0,1.0,23.0,1.0,1.0,0.0,1.0,2.0,Male,Support,Bachelors,Married,Engineer,Yes,Travel_Rarely,1,0.3333333333333333,0.0,0.008601346297681375,greater,less,0.48679678530424797,Moderate,40-50,3.0
33.0,23.0,17426.0,11.0,4.0,1.0,1.0,5.0,5.0,0.0,3.0,Male,HR,Bachelors,Single,Technician,No,Travel_Rarely,0,0.21739130434782608,0.21739130434782608,5.73855158957879e-05,equal,less,0.47465437788018433,Close,30-40,23.0
43.0,8.0,18486.0,29.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,Male,Development,Bachelors,Divorced,Executive,Yes,Travel_Frequently,1,0.125,0.0,0.0,greater,less,0.49280575539568344,Far,40-50,16.0
44.0,2.0,12549.0,34.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,Male,Development,PhD,Single,Engineer,No,Travel_Rarely,1,1.0,1.0,7.96876245119133e-05,equal,less,0.49280575539568344,Far,40-50,4.0
54.0,8.0,5993.0,37.0,4.0,7.0,4.0,4.0,2.0,2.0,3.0,Male,Finance,High School,Divorced,Technician,No,Non-Travel,1,0.5,0.25,0.0011680293675955281,equal,greater,0.5064177362893816,Far,50+,32.0
21.0,17.0,14219.0,49.0,5.0,12.0,2.0,5.0,4.0,2.0,4.0,Female,Finance,Masters,Married,Manager,No,Travel_Frequently,1,0.29411764705882354,0.23529411764705882,0.0008439412054293551,equal,greater,0.5064177362893816,Very Far,Under 30,34.0
41.0,35.0,5708.0,48.0,3.0,13.0,3.0,7.0,0.0,2.0,4.0,Male,Support,PhD,Married,Technician,No,Travel_Frequently,0,0.2,0.0,0.0022775052557813596,greater,greater,0.48679678530424797,Very Far,40-50,105.0
36.0,18.0,3495.0,26.0,5.0,20.0,2.0,4.0,3.0,0.0,4.0,Female,HR,High School,Married,Clerk,Yes,Travel_Rarely,0,0.2222222222222222,0.16666666666666666,0.005722460658082976,greater,equal,0.47465437788018433,Far,30-40,36.0
53.0,23.0,5392.0,45.0,5.0,11.0,2.0,12.0,8.0,12.0,2.0,Female,Development,Bachelors,Divorced,Manager,No,Non-Travel,0,0.5217391304347826,0.34782608695652173,0.002040059347181009,less,less,0.49280575539568344,Very Far,50+,46.0
56.0,3.0,13698.0,45.0,5.0,8.0,2.0,0.0,0.0,0.0,4.0,Male,HR,PhD,Single,Engineer,No,Travel_Rarely,1,0.0,0.0,0.0005840268652358008,greater,equal,0.47465437788018433,Very Far,50+,6.0
27.0,8.0,9537.0,45.0,1.0,18.0,1.0,2.0,0.0,0.0,1.0,Female,Sales,High School,Divorced,Executive,No,Non-Travel,0,0.25,0.0,0.0018873859704309531,equal,less,0.48325892857142855,Very Far,Under 30,8.0
42.0,32.0,4785.0,32.0,3.0,23.0,1.0,15.0,7.0,5.0,3.0,Male,HR,Masters,Married,Manager,Yes,Travel_Rarely,1,0.46875,0.21875,0.004806687565308255,less,less,0.47465437788018433,Far,40-50,32.0
36.0,34.0,6802.0,5.0,2.0,6.0,2.0,10.0,0.0,6.0,4.0,Female,Finance,High School,Single,Manager,Yes,Non-Travel,0,0.29411764705882354,0.0,0.0008820935019112026,equal,greater,0.5064177362893816,Close,30-40,68.0
53.0,9.0,17211.0,20.0,4.0,9.0,4.0,0.0,0.0,0.0,2.0,Female,Finance,PhD,Divorced,Technician,No,Non-Travel,1,0.0,0.0,0.0005229213874847481,less,equal,0.5064177362893816,Moderate,50+,36.0
27.0,11.0,6891.0,7.0,1.0,23.0,4.0,1.0,0.0,1.0,2.0,Male,Support,Bachelors,Married,Clerk,No,Travel_Frequently,1,0.09090909090909091,0.0,0.003337686837904513,equal,less,0.48679678530424797,Close,Under 30,44.0
50.0,17.0,14760.0,43.0,5.0,2.0,2.0,0.0,0.0,0.0,4.0,Female,HR,High School,Divorced,Executive,No,Travel_Rarely,0,0.0,0.0,0.00013550135501355014,greater,equal,0.47465437788018433,Very Far,40-50,34.0
22.0,13.0,5525.0,23.0,2.0,18.0,2.0,13.0,3.0,10.0,4.0,Male,HR,Bachelors,Divorced,Executive,No,Travel_Rarely,0,1.0,0.23076923076923078,0.003257918552036199,greater,equal,0.47465437788018433,Moderate,Under 30,26.0
64.0,9.0,6777.0,1.0,3.0,16.0,2.0,4.0,2.0,2.0,4.0,Female,Sales,Masters,Single,Clerk,No,Travel_Rarely,1,0.4444444444444444,0.2222222222222222,0.0023609266637155085,greater,greater,0.48325892857142855,Close,50+,18.0
52.0,9.0,6189.0,39.0,3.0,7.0,2.0,0.0,0.0,0.0,2.0,Female,Finance,High School,Single,Technician,No,Travel_Frequently,0,0.0,0.0,0.0011310389400549362,less,equal,0.5064177362893816,Very Far,50+,18.0
61.0,17.0,15023.0,3.0,1.0,17.0,2.0,0.0,0.0,0.0,1.0,Female,Sales,Masters,Married,Technician,No,Non-Travel,0,0.0,0.0,0.0011315982160686948,less,less,0.48325892857142855,Close,50+,34.0
51.0,23.0,12649.0,45.0,5.0,6.0,1.0,6.0,0.0,6.0,3.0,Female,Finance,Bachelors,Single,Clerk,Yes,Travel_Frequently,1,0.2608695652173913,0.0,0.0004743457980868053,greater,greater,0.5064177362893816,Very Far,50+,23.0
38.0,29.0,3150.0,6.0,3.0,22.0,1.0,11.0,4.0,6.0,1.0,Male,Finance,High School,Single,Engineer,No,Non-Travel,0,0.3793103448275862,0.13793103448275862,0.006984126984126984,equal,less,0.5064177362893816,Close,30-40,29.0
34.0,14.0,16301.0,31.0,5.0,19.0,4.0,1.0,1.0,1.0,1.0,Female,Sales,High School,Divorced,Technician,Yes,Travel_Rarely,0,0.07142857142857142,0.07142857142857142,0.0011655726642537268,less,less,0.48325892857142855,Far,30-40,56.0
39.0,7.0,6137.0,27.0,4.0,22.0,1.0,4.0,2.0,2.0,1.0,Female,Finance,High School,Married,Manager,No,Travel_Frequently,0,0.5714285714285714,0.2857142857142857,0.0035848134267557437,less,less,0.5064177362893816,Far,30-40,7.0
54.0,34.0,3510.0,29.0,1.0,15.0,1.0,21.0,0.0,0.0,4.0,Male,Sales,Masters,Divorced,Executive,No,Non-Travel,1,0.6176470588235294,0.0,0.004273504273504274,greater,greater,0.48325892857142855,Far,50+,34.0
32.0,17.0,15982.0,15.0,1.0,14.0,3.0,7.0,3.0,7.0,2.0,Male,HR,Bachelors,Single,Technician,Yes,Non-Travel,0,0.4117647058823529,0.17647058823529413,0.0008759854836691278,less,less,0.47465437788018433,Moderate,30-40,51.0
52.0,15.0,5915.0,36.0,5.0,13.0,4.0,2.0,2.0,2.0,1.0,Male,Support,Bachelors,Single,Clerk,No,Travel_Rarely,1,0.13333333333333333,0.13333333333333333,0.002197802197802198,less,less,0.48679678530424797,Far,50+,60.0
45.0,20.0,16734.0,5.0,3.0,15.0,4.0,17.0,16.0,6.0,1.0,Male,Sales,Masters,Married,Manager,No,Non-Travel,0,0.85,0.8,0.0008963786303334528,less,less,0.48325892857142855,Close,40-50,80.0
24.0,14.0,12957.0,3.0,4.0,23.0,2.0,13.0,4.0,3.0,1.0,Female,Support,High School,Single,Engineer,Yes,Non-Travel,1,0.9285714285714286,0.2857142857142857,0.0017751022613259242,equal,less,0.48679678530424797,Close,Under 30,28.0
49.0,4.0,5938.0,25.0,4.0,8.0,3.0,0.0,0.0,0.0,3.0,Female,HR,PhD,Married,Engineer,Yes,Non-Travel,0,0.0,0.0,0.0013472549680026945,greater,less,0.47465437788018433,Moderate,40-50,12.0
28.0,6.0,3073.0,32.0,4.0,22.0,1.0,1.0,0.0,0.0,1.0,Male,HR,High School,Married,Manager,No,Travel_Rarely,1,0.16666666666666666,0.0,0.007159127888057273,less,less,0.47465437788018433,Far,Under 30,6.0
27.0,6.0,4192.0,21.0,2.0,21.0,1.0,4.0,3.0,1.0,1.0,Male,Finance,PhD,Single,Manager,Yes,Travel_Rarely,0,0.6666666666666666,0.5,0.005009541984732824,less,less,0.5064177362893816,Moderate,Under 30,6.0
26.0,26.0,10207.0,48.0,5.0,20.0,1.0,3.0,3.0,0.0,2.0,Male,Support,PhD,Divorced,Clerk,Yes,Non-Travel,0,0.11538461538461539,0.11538461538461539,0.0019594396002743215,equal,less,0.48679678530424797,Very Far,Under 30,26.0
31.0,24.0,9383.0,17.0,4.0,9.0,4.0,0.0,0.0,0.0,1.0,Male,Development,Masters,Married,Clerk,Yes,Non-Travel,0,0.0,0.0,0.000959181498454652,less,less,0.49280575539568344,Moderate,30-40,96.0
30.0,21.0,7171.0,9.0,5.0,14.0,4.0,10.0,3.0,10.0,1.0,Male,Finance,Bachelors,Divorced,Executive,No,Travel_Rarely,0,0.47619047619047616,0.14285714285714285,0.0019523079068470227,equal,less,0.5064177362893816,Close,Under 30,84.0
42.0,12.0,10298.0,26.0,3.0,22.0,1.0,2.0,2.0,0.0,4.0,Male,Support,Bachelors,Single,Executive,No,Travel_Rarely,1,0.16666666666666666,0.16666666666666666,0.0021363371528452125,greater,greater,0.48679678530424797,Far,40-50,12.0
19.0,16.0,8480.0,22.0,3.0,9.0,4.0,4.0,3.0,2.0,2.0,Female,Sales,Bachelors,Divorced,Engineer,Yes,Travel_Rarely,0,0.25,0.1875,0.0010613207547169811,greater,equal,0.48325892857142855,Moderate,Under 30,64.0
52.0,12.0,14658.0,41.0,3.0,1.0,2.0,10.0,3.0,3.0,1.0,Female,Sales,Bachelors,Divorced,Manager,Yes,Travel_Frequently,0,0.8333333333333334,0.25,6.822213125938055e-05,less,less,0.48325892857142855,Very Far,50+,24.0
38.0,8.0,6349.0,23.0,3.0,7.0,1.0,4.0,4.0,0.0,3.0,Male,Development,PhD,Divorced,Clerk,Yes,Non-Travel,0,0.5,0.5,0.0011025358324145535,greater,equal,0.49280575539568344,Moderate,30-40,8.0
35.0,4.0,3428.0,11.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,Male,Sales,Bachelors,Single,Technician,No,Travel_Rarely,0,0.0,0.0,0.0014585764294049008,equal,greater,0.48325892857142855,Close,30-40,8.0
20.0,38.0,8723.0,10.0,1.0,5.0,4.0,34.0,8.0,13.0,1.0,Male,Support,PhD,Single,Clerk,No,Non-Travel,1,0.8947368421052632,0.21052631578947367,0.0005731972945087699,less,less,0.48679678530424797,Close,Under 30,152.0
56.0,3.0,17718.0,5.0,5.0,15.0,2.0,1.0,0.0,0.0,1.0,Male,Sales,High School,Single,Manager,No,Non-Travel,0,0.3333333333333333,0.0,0.0008465966813410091,less,less,0.48325892857142855,Close,50+,6.0
58.0,27.0,16809.0,26.0,1.0,17.0,3.0,19.0,4.0,16.0,4.0,Male,Support,Masters,Single,Manager,Yes,Travel_Rarely,0,0.7037037037037037,0.14814814814814814,0.0010113629603188767,equal,greater,0.48679678530424797,Far,50+,81.0
28.0,25.0,15272.0,4.0,4.0,2.0,2.0,20.0,14.0,16.0,3.0,Female,Support,Bachelors,Married,Manager,No,Travel_Rarely,1,0.8,0.56,0.00013095861707700367,less,equal,0.48679678530424797,Close,Under 30,50.0
56.0,3.0,13828.0,43.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,Male,HR,High School,Single,Executive,Yes,Travel_Rarely,0,0.0,0.0,0.00043390222736476716,greater,equal,0.47465437788018433,Very Far,50+,3.0
41.0,15.0,13663.0,27.0,2.0,11.0,2.0,5.0,4.0,3.0,1.0,Female,Development,Masters,Divorced,Executive,Yes,Travel_Rarely,0,0.3333333333333333,0.26666666666666666,0.0008050940496230696,equal,less,0.49280575539568344,Far,40-50,30.0
36.0,21.0,13223.0,34.0,1.0,21.0,1.0,15.0,13.0,15.0,1.0,Male,Development,PhD,Single,Engineer,Yes,Travel_Frequently,1,0.7142857142857143,0.6190476190476191,0.0015881418740074113,equal,less,0.49280575539568344,Far,30-40,21.0
21.0,35.0,8645.0,3.0,1.0,20.0,1.0,16.0,2.0,13.0,2.0,Female,Support,Masters,Single,Engineer,No,Travel_Rarely,1,0.45714285714285713,0.05714285714285714,0.002313475997686524,greater,less,0.48679678530424797,Close,Under 30,35.0
55.0,34.0,10166.0,26.0,2.0,9.0,4.0,27.0,0.0,16.0,2.0,Female,Support,Masters,Married,Executive,Yes,Non-Travel,0,0.7941176470588235,0.0,0.0008853039543576628,greater,less,0.48679678530424797,Far,50+,136.0
59.0,24.0,14637.0,18.0,1.0,22.0,4.0,9.0,0.0,4.0,4.0,Male,Support,Bachelors,Divorced,Clerk,Yes,Non-Travel,1,0.375,0.0,0.0015030402404864385,greater,greater,0.48679678530424797,Moderate,50+,96.0
49.0,7.0,15766.0,7.0,4.0,8.0,3.0,1.0,0.0,0.0,1.0,Female,HR,PhD,Divorced,Technician,Yes,Non-Travel,1,0.14285714285714285,0.0,0.0005074210326018013,less,less,0.47465437788018433,Close,40-50,21.0
56.0,16.0,2878.0,45.0,1.0,10.0,1.0,12.0,7.0,0.0,3.0,Male,HR,High School,Single,Engineer,No,Non-Travel,0,0.75,0.4375,0.0034746351633078527,greater,less,0.47465437788018433,Very Far,50+,16.0
62.0,17.0,12704.0,13.0,4.0,18.0,1.0,0.0,0.0,0.0,2.0,Female,Finance,High School,Single,Technician,Yes,Travel_Frequently,1,0.0,0.0,0.0014168765743073047,less,equal,0.5064177362893816,Close,50+,17.0
63.0,11.0,10502.0,6.0,3.0,7.0,1.0,11.0,5.0,5.0,3.0,Female,Sales,Masters,Married,Technician,No,Travel_Frequently,0,1.0,0.45454545454545453,0.0006665397067225291,equal,greater,0.48325892857142855,Close,50+,11.0
53.0,32.0,17266.0,35.0,5.0,24.0,2.0,19.0,14.0,16.0,3.0,Female,Finance,Bachelors,Single,Manager,Yes,Non-Travel,0,0.59375,0.4375,0.001390015058496467,less,greater,0.5064177362893816,Far,50+,64.0
54.0,11.0,3321.0,42.0,1.0,3.0,1.0,8.0,6.0,4.0,2.0,Male,Development,High School,Divorced,Manager,Yes,Non-Travel,0,0.7272727272727273,0.5454545454545454,0.0009033423667570009,less,less,0.49280575539568344,Very Far,50+,11.0
50.0,10.0,13588.0,37.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,Female,Support,PhD,Divorced,Executive,Yes,Non-Travel,0,0.4,0.1,7.359434795407713e-05,greater,equal,0.48679678530424797,Far,40-50,40.0
53.0,12.0,17046.0,43.0,4.0,12.0,4.0,2.0,2.0,0.0,1.0,Male,Support,Masters,Married,Technician,No,Travel_Frequently,0,0.16666666666666666,0.16666666666666666,0.0007039774727208729,less,less,0.48679678530424797,Very Far,50+,48.0
20.0,34.0,12806.0,4.0,2.0,22.0,4.0,2.0,2.0,2.0,2.0,Female,Support,Bachelors,Divorced,Executive,No,Non-Travel,0,0.058823529411764705,0.058823529411764705,0.0017179447134155865,greater,less,0.48679678530424797,Close,Under 30,136.0
26.0,26.0,10462.0,42.0,4.0,13.0,1.0,16.0,10.0,0.0,1.0,Male,Sales,Masters,Single,Engineer,No,Travel_Frequently,0,0.6153846153846154,0.38461538461538464,0.0012425922385777097,equal,less,0.48325892857142855,Very Far,Under 30,26.0
25.0,24.0,7220.0,4.0,2.0,19.0,4.0,0.0,0.0,0.0,1.0,Female,Development,PhD,Single,Manager,Yes,Travel_Frequently,0,0.0,0.0,0.002631578947368421,less,less,0.49280575539568344,Close,Under 30,96.0
23.0,2.0,10186.0,8.0,2.0,23.0,4.0,2.0,1.0,2.0,1.0,Female,Support,PhD,Divorced,Engineer,No,Travel_Rarely,0,1.0,0.5,0.002258001178087571,equal,less,0.48679678530424797,Close,Under 30,8.0
58.0,24.0,7099.0,38.0,2.0,14.0,3.0,1.0,0.0,1.0,4.0,Female,Finance,High School,Divorced,Executive,Yes,Travel_Frequently,0,0.041666666666666664,0.0,0.001972108747710945,greater,greater,0.5064177362893816,Very Far,50+,72.0
56.0,9.0,10552.0,11.0,1.0,12.0,2.0,9.0,5.0,9.0,1.0,Female,Sales,High School,Married,Executive,No,Travel_Frequently,0,1.0,0.5555555555555556,0.0011372251705837756,equal,less,0.48325892857142855,Close,50+,18.0
21.0,16.0,13627.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,Female,Finance,Masters,Married,Engineer,Yes,Travel_Frequently,1,0.0625,0.0,0.00036691861745064946,equal,less,0.5064177362893816,Close,Under 30,48.0
30.0,2.0,19235.0,18.0,5.0,19.0,3.0,0.0,0.0,0.0,1.0,Male,HR,High School,Divorced,Executive,Yes,Non-Travel,1,0.0,0.0,0.0009877826878086822,equal,less,0.47465437788018433,Moderate,Under 30,6.0
19.0,21.0,19243.0,18.0,3.0,5.0,4.0,17.0,11.0,11.0,3.0,Female,Development,PhD,Married,Manager,No,Non-Travel,1,0.8095238095238095,0.5238095238095238,0.00025983474510211506,less,equal,0.49280575539568344,Moderate,Under 30,84.0
61.0,13.0,3350.0,12.0,3.0,14.0,1.0,9.0,4.0,4.0,1.0,Male,Finance,Bachelors,Divorced,Executive,Yes,Travel_Rarely,1,0.6923076923076923,0.3076923076923077,0.00417910447761194,equal,less,0.5064177362893816,Close,50+,13.0
44.0,26.0,14276.0,17.0,4.0,5.0,1.0,11.0,7.0,5.0,1.0,Female,Sales,Bachelors,Married,Technician,Yes,Non-Travel,0,0.4230769230769231,0.2692307692307692,0.0003502381619501261,less,less,0.48325892857142855,Moderate,40-50,26.0
49.0,19.0,13739.0,17.0,3.0,14.0,4.0,4.0,2.0,4.0,1.0,Male,Development,Masters,Married,Executive,Yes,Travel_Rarely,1,0.21052631578947367,0.10526315789473684,0.0010189970157944536,equal,less,0.49280575539568344,Moderate,40-50,76.0
38.0,17.0,7730.0,36.0,3.0,14.0,4.0,11.0,5.0,2.0,3.0,Male,Finance,Masters,Married,Technician,No,Travel_Rarely,0,0.6470588235294118,0.29411764705882354,0.0018111254851228978,equal,greater,0.5064177362893816,Far,30-40,68.0
25.0,12.0,14384.0,29.0,3.0,13.0,4.0,0.0,0.0,0.0,3.0,Male,Sales,Masters,Divorced,Executive,No,Non-Travel,1,0.0,0.0,0.000903781979977753,greater,greater,0.48325892857142855,Far,Under 30,48.0
