Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target
42.0,10.0,17770.0,13.0,3.0,10.0,4.0,9.0,6.0,7.0,4.0,Female,HR,Masters,Single,Technician,Yes,Non-Travel,1
38.0,20.0,16387.0,22.0,5.0,2.0,3.0,13.0,11.0,6.0,1.0,Female,Sales,PhD,Married,Clerk,Yes,Travel_Rarely,1
32.0,37.0,18626.0,26.0,1.0,1.0,4.0,3.0,0.0,3.0,1.0,Male,Support,PhD,Single,Engineer,No,Non-Travel,0
18.0,18.0,14973.0,17.0,1.0,23.0,3.0,5.0,5.0,4.0,1.0,Male,Sales,Masters,Divorced,Engineer,No,Travel_Rarely,1
29.0,14.0,15923.0,29.0,3.0,13.0,1.0,4.0,0.0,2.0,4.0,Female,HR,Masters,Single,Manager,No,Travel_Frequently,0
24.0,5.0,7511.0,27.0,1.0,21.0,2.0,1.0,0.0,1.0,2.0,Female,Support,Masters,Divorced,Engineer,Yes,Travel_Frequently,1
32.0,9.0,7508.0,22.0,2.0,20.0,1.0,3.0,0.0,0.0,3.0,Female,Support,High School,Divorced,Clerk,No,Travel_Frequently,0
38.0,15.0,6668.0,18.0,5.0,16.0,3.0,0.0,0.0,0.0,1.0,Male,Sales,Masters,Single,Manager,No,Non-Travel,0
36.0,10.0,8087.0,5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,Male,Finance,Masters,Divorced,Executive,Yes,Non-Travel,1
46.0,34.0,9015.0,12.0,4.0,17.0,1.0,8.0,5.0,6.0,3.0,Male,Sales,Bachelors,Divorced,Manager,Yes,Travel_Rarely,0
42.0,7.0,8662.0,2.0,4.0,22.0,1.0,6.0,3.0,6.0,2.0,Male,Sales,Masters,Married,Clerk,Yes,Travel_Rarely,1
50.0,27.0,13614.0,42.0,3.0,14.0,3.0,15.0,0.0,9.0,3.0,Male,Finance,Masters,Single,Clerk,Yes,Travel_Frequently,1
49.0,2.0,6003.0,7.0,4.0,11.0,3.0,1.0,1.0,1.0,1.0,Female,HR,High School,Single,Executive,No,Non-Travel,0
52.0,1.0,2598.0,47.0,5.0,15.0,2.0,1.0,0.0,1.0,1.0,Male,HR,PhD,Divorced,Manager,Yes,Non-Travel,0
61.0,13.0,2069.0,26.0,1.0,15.0,1.0,8.0,2.0,0.0,2.0,Female,Support,High School,Divorced,Clerk,No,Travel_Rarely,0
55.0,28.0,10139.0,39.0,2.0,6.0,1.0,4.0,1.0,0.0,4.0,Female,Development,Bachelors,Single,Clerk,No,Travel_Rarely,1
43.0,2.0,11585.0,15.0,4.0,5.0,1.0,2.0,2.0,0.0,2.0,Male,Development,Masters,Single,Executive,Yes,Non-Travel,1
52.0,14.0,7634.0,33.0,4.0,7.0,2.0,14.0,9.0,9.0,1.0,Male,Development,Masters,Divorced,Manager,Yes,Travel_Rarely,1
25.0,19.0,8822.0,47.0,2.0,19.0,1.0,3.0,0.0,3.0,2.0,Female,Sales,Masters,Married,Clerk,Yes,Non-Travel,1
63.0,21.0,5682.0,3.0,5.0,24.0,3.0,9.0,1.0,4.0,1.0,Male,Sales,Masters,Married,Engineer,No,Non-Travel,0
31.0,33.0,4683.0,42.0,4.0,23.0,4.0,17.0,0.0,4.0,4.0,Male,Finance,Masters,Divorced,Executive,Yes,Travel_Frequently,0
27.0,32.0,6562.0,48.0,1.0,18.0,1.0,23.0,8.0,23.0,2.0,Female,Finance,Bachelors,Divorced,Technician,Yes,Non-Travel,1
19.0,8.0,6652.0,2.0,3.0,18.0,1.0,8.0,1.0,3.0,2.0,Male,Support,Masters,Divorced,Technician,No,Non-Travel,1
63.0,2.0,15181.0,17.0,2.0,11.0,1.0,1.0,0.0,1.0,1.0,Female,Support,Masters,Single,Executive,No,Non-Travel,1
26.0,1.0,11502.0,1.0,5.0,8.0,3.0,0.0,0.0,0.0,4.0,Male,Support,Masters,Divorced,Technician,No,Travel_Rarely,0
20.0,3.0,6713.0,36.0,1.0,8.0,2.0,2.0,2.0,0.0,1.0,Male,Sales,Bachelors,Single,Clerk,Yes,Travel_Frequently,1
38.0,15.0,7413.0,43.0,2.0,4.0,4.0,3.0,0.0,3.0,3.0,Male,Development,Masters,Married,Technician,No,Travel_Rarely,0
43.0,32.0,4075.0,17.0,2.0,13.0,4.0,25.0,11.0,8.0,3.0,Female,Support,Bachelors,Divorced,Manager,No,Travel_Frequently,0
25.0,8.0,2782.0,2.0,3.0,0.0,2.0,6.0,4.0,0.0,4.0,Female,Support,High School,Divorced,Engineer,No,Travel_Frequently,1
19.0,39.0,11525.0,33.0,3.0,2.0,1.0,39.0,39.0,9.0,3.0,Male,Sales,Masters,Single,Clerk,Yes,Non-Travel,0
23.0,37.0,13909.0,29.0,5.0,10.0,1.0,4.0,3.0,2.0,1.0,Female,Sales,PhD,Single,Executive,No,Travel_Frequently,1
45.0,17.0,16962.0,6.0,4.0,20.0,4.0,1.0,0.0,0.0,2.0,Male,Sales,Bachelors,Single,Engineer,Yes,Travel_Frequently,0
46.0,15.0,17853.0,43.0,3.0,3.0,4.0,15.0,2.0,3.0,3.0,Female,Development,High School,Married,Clerk,No,Non-Travel,0
43.0,7.0,19441.0,36.0,5.0,19.0,1.0,7.0,7.0,1.0,4.0,Female,Support,Bachelors,Married,Engineer,No,Non-Travel,1
42.0,22.0,4054.0,24.0,2.0,0.0,3.0,2.0,0.0,2.0,4.0,Male,HR,Bachelors,Divorced,Technician,No,Travel_Frequently,0
29.0,35.0,16375.0,11.0,4.0,5.0,1.0,30.0,21.0,19.0,1.0,Male,HR,High School,Divorced,Executive,No,Travel_Rarely,1
22.0,2.0,13593.0,5.0,1.0,9.0,3.0,1.0,0.0,0.0,3.0,Male,Support,Masters,Single,Executive,No,Travel_Frequently,0
51.0,14.0,15196.0,30.0,2.0,3.0,1.0,10.0,5.0,9.0,3.0,Male,Support,Masters,Married,Manager,No,Travel_Rarely,0
54.0,37.0,4109.0,10.0,5.0,16.0,4.0,19.0,1.0,7.0,3.0,Male,Support,Bachelors,Divorced,Technician,Yes,Travel_Rarely,1
32.0,32.0,3320.0,37.0,1.0,21.0,1.0,13.0,8.0,13.0,4.0,Female,Support,High School,Single,Manager,Yes,Travel_Frequently,0
61.0,17.0,16714.0,27.0,2.0,20.0,1.0,17.0,15.0,4.0,4.0,Female,Development,Masters,Single,Manager,Yes,Travel_Rarely,0
53.0,22.0,17987.0,27.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,Male,HR,Bachelors,Married,Technician,No,Travel_Frequently,1
32.0,2.0,6417.0,24.0,5.0,1.0,1.0,2.0,0.0,0.0,2.0,Male,Finance,PhD,Married,Clerk,Yes,Travel_Rarely,1
60.0,29.0,5699.0,3.0,1.0,0.0,1.0,16.0,15.0,15.0,1.0,Male,HR,High School,Divorced,Manager,No,Travel_Rarely,1
40.0,16.0,19116.0,38.0,3.0,15.0,1.0,6.0,5.0,4.0,2.0,Female,HR,PhD,Divorced,Engineer,Yes,Travel_Frequently,0
23.0,31.0,15668.0,26.0,1.0,6.0,4.0,25.0,16.0,3.0,4.0,Male,Sales,PhD,Single,Clerk,No,Non-Travel,0
63.0,6.0,8562.0,45.0,4.0,20.0,1.0,4.0,0.0,1.0,3.0,Male,Support,Bachelors,Single,Technician,Yes,Non-Travel,0
61.0,38.0,15647.0,48.0,4.0,2.0,3.0,35.0,8.0,0.0,3.0,Female,Support,High School,Single,Executive,No,Travel_Frequently,0
60.0,13.0,18359.0,39.0,5.0,13.0,3.0,1.0,1.0,1.0,2.0,Female,Support,Masters,Divorced,Clerk,No,Travel_Frequently,0
62.0,14.0,16202.0,18.0,1.0,21.0,1.0,2.0,1.0,0.0,4.0,Female,Sales,Masters,Married,Manager,Yes,Non-Travel,1
38.0,11.0,10796.0,3.0,4.0,18.0,4.0,6.0,2.0,4.0,4.0,Female,Development,Bachelors,Divorced,Engineer,No,Non-Travel,0
40.0,7.0,3722.0,38.0,2.0,15.0,3.0,2.0,1.0,1.0,4.0,Male,Development,Masters,Married,Technician,Yes,Travel_Rarely,0
60.0,15.0,12596.0,42.0,2.0,21.0,1.0,14.0,10.0,4.0,3.0,Female,Finance,Masters,Divorced,Executive,Yes,Travel_Rarely,0
33.0,33.0,16536.0,48.0,4.0,5.0,1.0,11.0,11.0,4.0,3.0,Female,Development,PhD,Divorced,Engineer,Yes,Travel_Rarely,0
64.0,23.0,13674.0,25.0,4.0,24.0,3.0,13.0,7.0,12.0,4.0,Male,Development,PhD,Married,Executive,Yes,Non-Travel,0
32.0,28.0,17647.0,13.0,5.0,23.0,4.0,26.0,17.0,13.0,2.0,Male,Support,High School,Divorced,Technician,No,Travel_Frequently,1
42.0,15.0,4812.0,25.0,5.0,0.0,4.0,9.0,8.0,12.0,1.0,Male,HR,PhD,Divorced,Clerk,Yes,Travel_Rarely,1
53.0,4.0,11773.0,24.0,2.0,6.0,3.0,3.0,0.0,0.0,3.0,Female,Development,Masters,Single,Manager,No,Travel_Frequently,1
28.0,4.0,4278.0,41.0,3.0,10.0,1.0,2.0,2.0,2.0,3.0,Male,Development,High School,Married,Technician,No,Non-Travel,0
32.0,29.0,17454.0,16.0,1.0,24.0,4.0,28.0,27.0,10.0,1.0,Female,Sales,High School,Married,Engineer,No,Travel_Rarely,0
21.0,4.0,4350.0,43.0,3.0,17.0,2.0,0.0,0.0,0.0,4.0,Female,Finance,Bachelors,Single,Clerk,Yes,Non-Travel,0
38.0,12.0,5623.0,41.0,5.0,8.0,1.0,8.0,5.0,7.0,2.0,Female,Sales,PhD,Married,Executive,No,Travel_Frequently,1
30.0,34.0,8530.0,42.0,3.0,21.0,4.0,10.0,6.0,1.0,2.0,Male,Support,High School,Single,Clerk,No,Travel_Rarely,0
39.0,24.0,19098.0,11.0,5.0,2.0,1.0,20.0,17.0,16.0,4.0,Female,HR,Masters,Married,Clerk,Yes,Travel_Frequently,1
36.0,13.0,17987.0,21.0,3.0,23.0,2.0,12.0,2.0,3.0,3.0,Male,Finance,High School,Married,Engineer,No,Travel_Frequently,1
51.0,25.0,2924.0,31.0,2.0,22.0,3.0,4.0,2.0,4.0,4.0,Male,Sales,High School,Married,Manager,No,Travel_Rarely,0
31.0,17.0,6529.0,15.0,5.0,7.0,2.0,2.0,2.0,2.0,3.0,Male,Development,Bachelors,Married,Clerk,No,Travel_Rarely,1
21.0,19.0,14270.0,45.0,2.0,7.0,1.0,10.0,8.0,0.0,2.0,Female,Development,Masters,Single,Clerk,No,Non-Travel,1
63.0,33.0,4815.0,49.0,3.0,22.0,3.0,32.0,4.0,2.0,3.0,Female,Finance,Masters,Single,Manager,No,Travel_Rarely,0
44.0,6.0,6578.0,36.0,4.0,0.0,2.0,6.0,3.0,3.0,2.0,Female,Development,PhD,Married,Manager,Yes,Travel_Rarely,0
46.0,9.0,6462.0,43.0,4.0,9.0,4.0,2.0,2.0,2.0,2.0,Male,Sales,Masters,Divorced,Executive,Yes,Travel_Rarely,0
64.0,14.0,2888.0,1.0,1.0,14.0,2.0,4.0,1.0,3.0,2.0,Female,Sales,High School,Single,Executive,Yes,Travel_Rarely,1
45.0,16.0,15642.0,28.0,4.0,9.0,1.0,5.0,5.0,4.0,3.0,Female,Development,Masters,Married,Manager,Yes,Travel_Rarely,1
52.0,10.0,3723.0,33.0,1.0,7.0,4.0,4.0,0.0,2.0,4.0,Female,Development,Masters,Single,Technician,Yes,Non-Travel,0
25.0,33.0,19642.0,3.0,3.0,20.0,2.0,25.0,12.0,19.0,2.0,Female,Support,High School,Divorced,Manager,No,Travel_Frequently,1
33.0,26.0,10602.0,15.0,1.0,1.0,1.0,25.0,6.0,13.0,4.0,Female,HR,Bachelors,Divorced,Executive,Yes,Non-Travel,0
59.0,20.0,13386.0,33.0,1.0,17.0,3.0,12.0,8.0,11.0,1.0,Male,Finance,PhD,Divorced,Engineer,No,Travel_Frequently,0
53.0,30.0,4613.0,32.0,1.0,1.0,2.0,7.0,0.0,2.0,1.0,Male,Sales,PhD,Married,Engineer,No,Travel_Rarely,0
47.0,3.0,12004.0,23.0,2.0,24.0,3.0,1.0,0.0,0.0,2.0,Male,Finance,Bachelors,Married,Clerk,Yes,Non-Travel,0
35.0,16.0,17980.0,26.0,1.0,20.0,4.0,2.0,0.0,1.0,1.0,Male,Support,High School,Divorced,Engineer,Yes,Travel_Frequently,0
19.0,19.0,14098.0,48.0,5.0,18.0,3.0,4.0,4.0,3.0,2.0,Female,Sales,PhD,Single,Executive,No,Travel_Frequently,1
30.0,24.0,2677.0,17.0,3.0,21.0,1.0,13.0,11.0,7.0,3.0,Male,Support,Bachelors,Single,Engineer,No,Travel_Rarely,0
21.0,39.0,13102.0,9.0,2.0,8.0,4.0,4.0,4.0,3.0,3.0,Female,Support,Bachelors,Divorced,Technician,Yes,Travel_Rarely,1
43.0,22.0,9730.0,5.0,5.0,24.0,2.0,22.0,6.0,9.0,3.0,Male,Development,Bachelors,Married,Manager,Yes,Travel_Frequently,0
42.0,14.0,12443.0,29.0,3.0,24.0,3.0,13.0,7.0,10.0,4.0,Male,Finance,PhD,Single,Manager,No,Non-Travel,0
47.0,32.0,5004.0,6.0,2.0,9.0,4.0,27.0,22.0,4.0,2.0,Male,Finance,PhD,Single,Executive,No,Travel_Frequently,0
28.0,18.0,17402.0,47.0,3.0,3.0,4.0,13.0,5.0,1.0,2.0,Female,Development,PhD,Single,Clerk,Yes,Non-Travel,0
24.0,14.0,10986.0,41.0,4.0,20.0,2.0,9.0,0.0,7.0,4.0,Female,Finance,PhD,Married,Manager,Yes,Non-Travel,1
48.0,4.0,2728.0,35.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,Male,Development,Masters,Divorced,Engineer,Yes,Travel_Frequently,0
61.0,15.0,16173.0,21.0,4.0,10.0,2.0,15.0,11.0,7.0,1.0,Female,Sales,Bachelors,Married,Technician,No,Non-Travel,1
27.0,31.0,16841.0,45.0,4.0,21.0,2.0,0.0,0.0,0.0,1.0,Male,Support,Masters,Single,Clerk,No,Travel_Frequently,0
56.0,21.0,2190.0,45.0,3.0,1.0,3.0,17.0,15.0,0.0,3.0,Male,Support,Bachelors,Divorced,Clerk,No,Travel_Frequently,0
30.0,31.0,16089.0,23.0,4.0,22.0,4.0,30.0,25.0,19.0,4.0,Male,Finance,PhD,Married,Clerk,No,Travel_Rarely,0
48.0,12.0,12188.0,35.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,Female,HR,PhD,Divorced,Manager,Yes,Travel_Frequently,1
24.0,37.0,12299.0,46.0,4.0,14.0,4.0,13.0,12.0,11.0,4.0,Male,Support,Masters,Single,Clerk,Yes,Travel_Frequently,0
59.0,25.0,15690.0,2.0,1.0,19.0,4.0,20.0,7.0,16.0,2.0,Male,Development,High School,Married,Executive,No,Travel_Rarely,0
59.0,16.0,15740.0,42.0,2.0,24.0,1.0,12.0,0.0,9.0,1.0,Male,HR,PhD,Divorced,Engineer,No,Travel_Rarely,1
53.0,4.0,12301.0,9.0,2.0,12.0,1.0,0.0,0.0,0.0,4.0,Female,HR,High School,Married,Technician,Yes,Non-Travel,0
37.0,32.0,8039.0,13.0,2.0,0.0,2.0,15.0,1.0,10.0,3.0,Male,Support,Bachelors,Single,Engineer,No,Non-Travel,0
21.0,26.0,8445.0,43.0,1.0,21.0,2.0,14.0,13.0,5.0,2.0,Female,Support,Masters,Divorced,Executive,Yes,Travel_Rarely,1
24.0,4.0,10829.0,34.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,Male,Support,High School,Single,Executive,Yes,Travel_Rarely,1
18.0,36.0,6045.0,16.0,1.0,5.0,4.0,6.0,3.0,1.0,1.0,Female,Development,High School,Divorced,Engineer,No,Travel_Rarely,0
61.0,6.0,7624.0,5.0,1.0,6.0,2.0,3.0,2.0,0.0,4.0,Male,HR,PhD,Single,Manager,No,Travel_Frequently,0
62.0,17.0,13011.0,1.0,1.0,18.0,3.0,9.0,6.0,0.0,1.0,Male,Finance,High School,Single,Executive,Yes,Travel_Frequently,0
59.0,30.0,8834.0,40.0,5.0,3.0,2.0,11.0,6.0,0.0,1.0,Female,Development,High School,Married,Clerk,Yes,Travel_Frequently,0
64.0,5.0,11033.0,22.0,5.0,17.0,2.0,2.0,2.0,0.0,1.0,Female,Sales,Bachelors,Single,Technician,No,Travel_Rarely,0
30.0,1.0,5247.0,48.0,1.0,22.0,3.0,0.0,0.0,0.0,3.0,Male,Support,Masters,Married,Technician,No,Non-Travel,1
39.0,12.0,19600.0,46.0,2.0,8.0,2.0,6.0,6.0,0.0,3.0,Female,HR,PhD,Single,Executive,No,Non-Travel,1
38.0,10.0,9980.0,26.0,4.0,20.0,4.0,0.0,0.0,0.0,1.0,Male,Development,PhD,Single,Clerk,Yes,Travel_Frequently,0
39.0,25.0,7586.0,34.0,4.0,10.0,3.0,21.0,20.0,6.0,2.0,Male,Sales,High School,Single,Engineer,No,Travel_Frequently,1
45.0,20.0,9940.0,21.0,5.0,4.0,3.0,2.0,2.0,1.0,4.0,Male,Development,Bachelors,Divorced,Technician,Yes,Travel_Rarely,0
26.0,1.0,11449.0,7.0,1.0,24.0,1.0,0.0,0.0,0.0,2.0,Female,Development,High School,Married,Clerk,Yes,Travel_Rarely,0
43.0,39.0,9979.0,25.0,3.0,23.0,4.0,25.0,24.0,2.0,2.0,Male,Finance,High School,Divorced,Clerk,No,Non-Travel,0
26.0,19.0,3514.0,12.0,4.0,0.0,1.0,11.0,3.0,1.0,4.0,Female,Finance,PhD,Married,Manager,Yes,Non-Travel,0
32.0,16.0,14738.0,31.0,4.0,1.0,4.0,5.0,3.0,2.0,3.0,Male,Development,High School,Single,Executive,No,Travel_Rarely,0
27.0,15.0,4883.0,47.0,2.0,22.0,2.0,1.0,0.0,1.0,2.0,Female,Sales,High School,Divorced,Clerk,No,Non-Travel,1
41.0,4.0,5826.0,27.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,Female,HR,Bachelors,Married,Engineer,No,Non-Travel,0
59.0,13.0,14567.0,22.0,5.0,21.0,2.0,5.0,4.0,5.0,4.0,Male,HR,PhD,Single,Technician,No,Travel_Frequently,1
25.0,23.0,6339.0,34.0,1.0,16.0,2.0,11.0,1.0,9.0,2.0,Female,Support,Masters,Married,Manager,No,Travel_Rarely,0
41.0,3.0,2674.0,17.0,1.0,23.0,1.0,1.0,0.0,1.0,2.0,Male,Support,Bachelors,Married,Engineer,Yes,Travel_Rarely,1
33.0,23.0,17426.0,11.0,4.0,1.0,1.0,5.0,5.0,0.0,3.0,Male,HR,Bachelors,Single,Technician,No,Travel_Rarely,0
43.0,8.0,18486.0,29.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,Male,Development,Bachelors,Divorced,Executive,Yes,Travel_Frequently,1
44.0,2.0,12549.0,34.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,Male,Development,PhD,Single,Engineer,No,Travel_Rarely,1
54.0,8.0,5993.0,37.0,4.0,7.0,4.0,4.0,2.0,2.0,3.0,Male,Finance,High School,Divorced,Technician,No,Non-Travel,1
21.0,17.0,14219.0,49.0,5.0,12.0,2.0,5.0,4.0,2.0,4.0,Female,Finance,Masters,Married,Manager,No,Travel_Frequently,1
41.0,35.0,5708.0,48.0,3.0,13.0,3.0,7.0,0.0,2.0,4.0,Male,Support,PhD,Married,Technician,No,Travel_Frequently,0
36.0,18.0,3495.0,26.0,5.0,20.0,2.0,4.0,3.0,0.0,4.0,Female,HR,High School,Married,Clerk,Yes,Travel_Rarely,0
53.0,23.0,5392.0,45.0,5.0,11.0,2.0,12.0,8.0,12.0,2.0,Female,Development,Bachelors,Divorced,Manager,No,Non-Travel,0
56.0,3.0,13698.0,45.0,5.0,8.0,2.0,0.0,0.0,0.0,4.0,Male,HR,PhD,Single,Engineer,No,Travel_Rarely,1
27.0,8.0,9537.0,45.0,1.0,18.0,1.0,2.0,0.0,0.0,1.0,Female,Sales,High School,Divorced,Executive,No,Non-Travel,0
42.0,32.0,4785.0,32.0,3.0,23.0,1.0,15.0,7.0,5.0,3.0,Male,HR,Masters,Married,Manager,Yes,Travel_Rarely,1
36.0,34.0,6802.0,5.0,2.0,6.0,2.0,10.0,0.0,6.0,4.0,Female,Finance,High School,Single,Manager,Yes,Non-Travel,0
53.0,9.0,17211.0,20.0,4.0,9.0,4.0,0.0,0.0,0.0,2.0,Female,Finance,PhD,Divorced,Technician,No,Non-Travel,1
27.0,11.0,6891.0,7.0,1.0,23.0,4.0,1.0,0.0,1.0,2.0,Male,Support,Bachelors,Married,Clerk,No,Travel_Frequently,1
50.0,17.0,14760.0,43.0,5.0,2.0,2.0,0.0,0.0,0.0,4.0,Female,HR,High School,Divorced,Executive,No,Travel_Rarely,0
22.0,13.0,5525.0,23.0,2.0,18.0,2.0,13.0,3.0,10.0,4.0,Male,HR,Bachelors,Divorced,Executive,No,Travel_Rarely,0
64.0,9.0,6777.0,1.0,3.0,16.0,2.0,4.0,2.0,2.0,4.0,Female,Sales,Masters,Single,Clerk,No,Travel_Rarely,1
52.0,9.0,6189.0,39.0,3.0,7.0,2.0,0.0,0.0,0.0,2.0,Female,Finance,High School,Single,Technician,No,Travel_Frequently,0
61.0,17.0,15023.0,3.0,1.0,17.0,2.0,0.0,0.0,0.0,1.0,Female,Sales,Masters,Married,Technician,No,Non-Travel,0
51.0,23.0,12649.0,45.0,5.0,6.0,1.0,6.0,0.0,6.0,3.0,Female,Finance,Bachelors,Single,Clerk,Yes,Travel_Frequently,1
38.0,29.0,3150.0,6.0,3.0,22.0,1.0,11.0,4.0,6.0,1.0,Male,Finance,High School,Single,Engineer,No,Non-Travel,0
34.0,14.0,16301.0,31.0,5.0,19.0,4.0,1.0,1.0,1.0,1.0,Female,Sales,High School,Divorced,Technician,Yes,Travel_Rarely,0
39.0,7.0,6137.0,27.0,4.0,22.0,1.0,4.0,2.0,2.0,1.0,Female,Finance,High School,Married,Manager,No,Travel_Frequently,0
54.0,34.0,3510.0,29.0,1.0,15.0,1.0,21.0,0.0,0.0,4.0,Male,Sales,Masters,Divorced,Executive,No,Non-Travel,1
32.0,17.0,15982.0,15.0,1.0,14.0,3.0,7.0,3.0,7.0,2.0,Male,HR,Bachelors,Single,Technician,Yes,Non-Travel,0
52.0,15.0,5915.0,36.0,5.0,13.0,4.0,2.0,2.0,2.0,1.0,Male,Support,Bachelors,Single,Clerk,No,Travel_Rarely,1
45.0,20.0,16734.0,5.0,3.0,15.0,4.0,17.0,16.0,6.0,1.0,Male,Sales,Masters,Married,Manager,No,Non-Travel,0
24.0,14.0,12957.0,3.0,4.0,23.0,2.0,13.0,4.0,3.0,1.0,Female,Support,High School,Single,Engineer,Yes,Non-Travel,1
49.0,4.0,5938.0,25.0,4.0,8.0,3.0,0.0,0.0,0.0,3.0,Female,HR,PhD,Married,Engineer,Yes,Non-Travel,0
28.0,6.0,3073.0,32.0,4.0,22.0,1.0,1.0,0.0,0.0,1.0,Male,HR,High School,Married,Manager,No,Travel_Rarely,1
27.0,6.0,4192.0,21.0,2.0,21.0,1.0,4.0,3.0,1.0,1.0,Male,Finance,PhD,Single,Manager,Yes,Travel_Rarely,0
26.0,26.0,10207.0,48.0,5.0,20.0,1.0,3.0,3.0,0.0,2.0,Male,Support,PhD,Divorced,Clerk,Yes,Non-Travel,0
31.0,24.0,9383.0,17.0,4.0,9.0,4.0,0.0,0.0,0.0,1.0,Male,Development,Masters,Married,Clerk,Yes,Non-Travel,0
30.0,21.0,7171.0,9.0,5.0,14.0,4.0,10.0,3.0,10.0,1.0,Male,Finance,Bachelors,Divorced,Executive,No,Travel_Rarely,0
42.0,12.0,10298.0,26.0,3.0,22.0,1.0,2.0,2.0,0.0,4.0,Male,Support,Bachelors,Single,Executive,No,Travel_Rarely,1
19.0,16.0,8480.0,22.0,3.0,9.0,4.0,4.0,3.0,2.0,2.0,Female,Sales,Bachelors,Divorced,Engineer,Yes,Travel_Rarely,0
52.0,12.0,14658.0,41.0,3.0,1.0,2.0,10.0,3.0,3.0,1.0,Female,Sales,Bachelors,Divorced,Manager,Yes,Travel_Frequently,0
24.0,25.0,4857.0,46.0,2.0,4.0,1.0,18.0,14.0,17.0,1.0,Female,HR,Masters,Divorced,Engineer,Yes,Travel_Rarely,1
38.0,8.0,6349.0,23.0,3.0,7.0,1.0,4.0,4.0,0.0,3.0,Male,Development,PhD,Divorced,Clerk,Yes,Non-Travel,0
35.0,4.0,3428.0,11.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,Male,Sales,Bachelors,Single,Technician,No,Travel_Rarely,0
20.0,38.0,8723.0,10.0,1.0,5.0,4.0,34.0,8.0,13.0,1.0,Male,Support,PhD,Single,Clerk,No,Non-Travel,1
59.0,32.0,16010.0,23.0,1.0,0.0,1.0,25.0,24.0,7.0,3.0,Female,Support,Masters,Divorced,Technician,No,Non-Travel,0
56.0,3.0,17718.0,5.0,5.0,15.0,2.0,1.0,0.0,0.0,1.0,Male,Sales,High School,Single,Manager,No,Non-Travel,0
58.0,27.0,16809.0,26.0,1.0,17.0,3.0,19.0,4.0,16.0,4.0,Male,Support,Masters,Single,Manager,Yes,Travel_Rarely,0
28.0,25.0,15272.0,4.0,4.0,2.0,2.0,20.0,14.0,16.0,3.0,Female,Support,Bachelors,Married,Manager,No,Travel_Rarely,1
56.0,3.0,13828.0,43.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,Male,HR,High School,Single,Executive,Yes,Travel_Rarely,0
41.0,15.0,13663.0,27.0,2.0,11.0,2.0,5.0,4.0,3.0,1.0,Female,Development,Masters,Divorced,Executive,Yes,Travel_Rarely,0
63.0,36.0,9856.0,38.0,3.0,9.0,4.0,36.0,1.0,22.0,3.0,Female,HR,Masters,Single,Technician,Yes,Travel_Rarely,1
36.0,21.0,13223.0,34.0,1.0,21.0,1.0,15.0,13.0,15.0,1.0,Male,Development,PhD,Single,Engineer,Yes,Travel_Frequently,1
21.0,35.0,8645.0,3.0,1.0,20.0,1.0,16.0,2.0,13.0,2.0,Female,Support,Masters,Single,Engineer,No,Travel_Rarely,1
43.0,37.0,4921.0,32.0,2.0,9999.0,4.0,18.0,14.0,0.0,4.0,Male,Development,High School,Single,Technician,Yes,Travel_Frequently,0
55.0,34.0,10166.0,26.0,2.0,9.0,4.0,27.0,0.0,16.0,2.0,Female,Support,Masters,Married,Executive,Yes,Non-Travel,0
59.0,24.0,14637.0,18.0,1.0,22.0,4.0,9.0,0.0,4.0,4.0,Male,Support,Bachelors,Divorced,Clerk,Yes,Non-Travel,1
49.0,7.0,15766.0,7.0,4.0,8.0,3.0,1.0,0.0,0.0,1.0,Female,HR,PhD,Divorced,Technician,Yes,Non-Travel,1
56.0,16.0,2878.0,45.0,1.0,10.0,1.0,12.0,7.0,0.0,3.0,Male,HR,High School,Single,Engineer,No,Non-Travel,0
62.0,17.0,12704.0,13.0,4.0,18.0,1.0,0.0,0.0,0.0,2.0,Female,Finance,High School,Single,Technician,Yes,Travel_Frequently,1
63.0,11.0,10502.0,6.0,3.0,7.0,1.0,11.0,5.0,5.0,3.0,Female,Sales,Masters,Married,Technician,No,Travel_Frequently,0
53.0,32.0,17266.0,35.0,5.0,24.0,2.0,19.0,14.0,16.0,3.0,Female,Finance,Bachelors,Single,Manager,Yes,Non-Travel,0
57.0,22.0,17300.0,31.0,3.0,17.0,1.0,22.0,17.0,11.0,2.0,Male,Finance,PhD,Married,Executive,No,Travel_Rarely,1
54.0,11.0,3321.0,42.0,1.0,3.0,1.0,8.0,6.0,4.0,2.0,Male,Development,High School,Divorced,Manager,Yes,Non-Travel,0
